Ukazatel,Území,Typ údaje,Odvětví,Měsíce,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2020,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2020,102.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,září 2020,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,říjen 2020,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,listopad 2020,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,prosinec 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2021,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,únor 2021,105.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2021,106.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2021,107.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2021,108.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2021,109.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2021,111.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2021,112.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,září 2021,113.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,říjen 2021,115.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,listopad 2021,116.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,prosinec 2021,116.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2022,124.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,únor 2022,127.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2022,132.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2022,136.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2022,138.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2022,140.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2022,140.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2022,140.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,září 2022,142.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,říjen 2022,143.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,listopad 2022,141.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,prosinec 2022,140.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2023,148.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,únor 2023,147.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2023,146.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2023,144.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2023,143.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2023,143.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2023,142.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2023,143.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,září 2023,143.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,říjen 2023,143.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,listopad 2023,142.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,prosinec 2023,142.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2024,145.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,únor 2024,146.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2024,146.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2024,146.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2024,145.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2024,144.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2024,145.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2024,144.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,září 2024,144.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,říjen 2024,144.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,listopad 2024,145.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,prosinec 2024,146.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2025,146.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,únor 2025,146.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,březen 2025,145.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,duben 2025,144.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,květen 2025,143.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červen 2025,143.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,červenec 2025,143.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,srpen 2025,143.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2000,78.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2000,78.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2000,79.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2000,78.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2000,78.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2000,79.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2000,79.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2000,79.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2000,79.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2000,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2000,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2000,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2001,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2001,81.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2001,81.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2001,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2001,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2001,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2001,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2001,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2001,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2001,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2001,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2001,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2002,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2002,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2002,81.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2002,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2002,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2002,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2002,80.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2002,80.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2002,80.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2002,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2002,80.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2002,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2003,80.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2003,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2003,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2003,80.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2003,79.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2003,79.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2003,79.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2003,80.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2003,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2003,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2004,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2004,81.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2004,82.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2004,82.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2004,83.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2004,85.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2004,85.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2004,86.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2004,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2004,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2004,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2004,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2005,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2005,88.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2005,88.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2005,88.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2005,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2005,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2005,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2005,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2005,88.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2005,89.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2005,88.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2005,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2006,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2006,89.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2006,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2006,90.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2006,90.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2006,90.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2006,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2006,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",září 2006,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",říjen 2006,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",listopad 2006,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",prosinec 2006,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2007,92.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",únor 2007,92.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",březen 2007,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",duben 2007,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",květen 2007,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červen 2007,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",červenec 2007,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",srpen 2007,94.8
