Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01-06 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;57450.0
Česko;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;84921.0
Česko;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;66480.0
Česko;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;18441.0
Česko;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;100217.0
Česko;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;61208.0
Česko;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;39009.0
Česko;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;94436.0
Česko;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2024;Počet stavebních povolení v ČR;Celkem;30596.0
Česko;01-05 2024;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-05 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy;Celkem;17794.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;8076.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;9718.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;10223.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;4569.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;5654.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;7571.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3507.0
Česko;01-05 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;4064.0
Česko;01-05 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;12802.0
Česko;01-05 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-05 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-05 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;238416.0
Česko;01-05 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-05 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;157188.0
Česko;01-05 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;108578.0
Česko;01-05 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;48610.0
Česko;01-05 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;71490.0
Česko;01-05 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;56328.0
Česko;01-05 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;15162.0
Česko;01-05 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;85698.0
Česko;01-05 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;52250.0
Česko;01-05 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;33448.0
Česko;01-05 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;81228.0
Česko;01-05 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-05 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2024;Počet stavebních povolení v ČR;Celkem;23822.0
Česko;01-04 2024;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-04 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy;Celkem;13824.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;6299.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;7525.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;7857.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;3520.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4337.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;5967.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;2779.0
Česko;01-04 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;3188.0
Česko;01-04 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;9998.0
Česko;01-04 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-04 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-04 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;185474.0
Česko;01-04 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-04 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;120062.0
Česko;01-04 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;88258.0
Česko;01-04 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;31804.0
Česko;01-04 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;57086.0
Česko;01-04 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;45430.0
Česko;01-04 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;11656.0
Česko;01-04 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;62976.0
Česko;01-04 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;42828.0
Česko;01-04 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;20148.0
Česko;01-04 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;65412.0
Česko;01-04 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-04 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2024;Počet stavebních povolení v ČR;Celkem;17225.0
Česko;01-03 2024;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-03 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy;Celkem;9973.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;4534.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5439.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;5612.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;2555.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3057.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;4361.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1979.0
Česko;01-03 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;2382.0
Česko;01-03 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;7252.0
Česko;01-03 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-03 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-03 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;140919.0
Česko;01-03 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-03 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;86942.0
Česko;01-03 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;63683.0
Česko;01-03 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;23259.0
Česko;01-03 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;41170.0
Česko;01-03 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;32688.0
Česko;01-03 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;8482.0
Česko;01-03 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;45772.0
Česko;01-03 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;30995.0
Česko;01-03 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;14777.0
Česko;01-03 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;53977.0
Česko;01-03 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-03 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2024;Počet stavebních povolení v ČR;Celkem;11214.0
Česko;01-02 2024;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-02 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy;Celkem;6466.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;2920.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3546.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;3592.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;1636.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1956.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;2874.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;1284.0
Česko;01-02 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1590.0
Česko;01-02 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;4748.0
Česko;01-02 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-02 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-02 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;75292.0
Česko;01-02 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-02 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;53615.0
Česko;01-02 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;38961.0
Česko;01-02 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;14654.0
Česko;01-02 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;27578.0
Česko;01-02 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;22016.0
Česko;01-02 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5562.0
Česko;01-02 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;26037.0
Česko;01-02 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;16945.0
Česko;01-02 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;9092.0
Česko;01-02 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;21677.0
Česko;01-02 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-02 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2024;Počet stavebních povolení v ČR;Celkem;5562.0
Česko;01 2024;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01 2024;Počet vydaných stavebních povolení - budovy;Celkem;3241.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;1499.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1742.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;1819.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;848.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;971.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1422.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;651.0
Česko;01 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;771.0
Česko;01 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;2321.0
Česko;01 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;40305.0
Česko;01 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;29412.0
Česko;01 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;21973.0
Česko;01 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;7439.0
Česko;01 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;17237.0
Česko;01 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;14683.0
Česko;01 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2554.0
Česko;01 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;12175.0
Česko;01 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7290.0
Česko;01 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4885.0
Česko;01 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;10893.0
Česko;01 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-12 2023;Počet stavebních povolení v ČR;Celkem;77398.0
Česko;01-12 2023;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-12 2023;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy;Celkem;43866.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy;Nová výstavba;20001.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;23866.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy bytové;Celkem;26014.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;11972.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;14042.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy nebytové;Celkem;17856.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;8032.0
Česko;01-12 2023;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;9824.0
Česko;01-12 2023;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;33528.0
