Ukazatel,Území,Typ údaje,Odvětví,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2000,82.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2001,83.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2001,82.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2001,82.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2001,83.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2002,82.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2002,82.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2002,81.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2002,82.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2003,82.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2003,81.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2003,81.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2003,82.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2004,83.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2004,85.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2004,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2004,89.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2005,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2005,89.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2005,88.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2005,89.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2006,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2006,90.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2006,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2006,90.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2007,92.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2007,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2007,94.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2007,95.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2008,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2008,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2008,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2008,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2009,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2009,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2009,94.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2009,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2010,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2010,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2010,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2010,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2011,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2011,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2011,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2011,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2012,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2012,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2012,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2012,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2013,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2013,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2013,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2013,104.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2014,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2014,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2015,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2015,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2015,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2016,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2016,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2016,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2016,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2017,98.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2017,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2017,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2017,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2018,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2018,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2018,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2018,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2019,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2019,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2019,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2020,103.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2020,102.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2020,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2021,105.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2021,108.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2021,112.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2021,116.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2022,128.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2022,138.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2022,141.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2022,141.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2023,147.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2023,143.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2023,143.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2023,142.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2024,145.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2024,145.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,3. čtvrtletí 2024,144.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,4. čtvrtletí 2024,145.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,1. čtvrtletí 2025,145.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,2. čtvrtletí 2025,143.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2000,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2000,82.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2000,83.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2000,84.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2001,85.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2001,85.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2001,85.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2001,84.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2002,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2002,84.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2002,83.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2002,82.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2003,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2003,83.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2003,82.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2003,83.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2004,84.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2004,88.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2004,92.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2004,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2005,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2005,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2005,90.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,4. čtvrtletí 2005,89.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,1. čtvrtletí 2006,89.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,2. čtvrtletí 2006,90.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty,3. čtvrtletí 2006,92.6
