Ukazatel;Území;Reprezentant pro oblast cen;Měsíce;value
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];listopad 2021;170.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];prosinec 2021;171.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];leden 2022;176.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];únor 2022;177.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];březen 2022;184.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];duben 2022;192.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];květen 2022;198.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červen 2022;199.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červenec 2022;197.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];srpen 2022;196.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];září 2022;194.1
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];říjen 2022;192.8
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];listopad 2022;192.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];prosinec 2022;191.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];leden 2023;191.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];únor 2023;191.35
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];březen 2023;188.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];duben 2023;189.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];květen 2023;189.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červen 2023;188.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červenec 2023;187.39
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];srpen 2023;188.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];září 2023;188.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];říjen 2023;191.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];listopad 2023;194.1
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];prosinec 2023;195.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];leden 2024;196.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];únor 2024;195.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];březen 2024;196.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];duben 2024;198.8
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];květen 2024;203.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červen 2024;204.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];červenec 2024;202.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];srpen 2024;200.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];září 2024;204.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];říjen 2024;210.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];listopad 2024;216.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];prosinec 2024;220.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];leden 2025;223.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];únor 2025;228.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];březen 2025;247.17
Cena průmyslového výrobku nebo služby (Kč);Česko;Hovězí maso zadní bez kosti [kg];duben 2025;251.63
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2013;81.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2013;79.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2013;77.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2013;77.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2013;78.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2013;79.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2013;81.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2013;84.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2013;85.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2013;85.63
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2013;82.87
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2013;84.74
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2014;82.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2014;80.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2014;79.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2014;80.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2014;81.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2014;82.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2014;84.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2014;84.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2014;82.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2014;80.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2014;79.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2014;78.79
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2015;78.06
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2015;76.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2015;75.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2015;76.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2015;75.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2015;76.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2015;75.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2015;75.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2015;77.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2015;77.1
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2015;76.06
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2015;74.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2016;74.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2016;72.28
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2016;69.99
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2016;71.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2016;71.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2016;73.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2016;77.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2016;77.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2016;78.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2016;79.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2016;78.05
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2016;79.21
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2017;77.94
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2017;76.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2017;76.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2017;78.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2017;80.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2017;82.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2017;81.92
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2017;81.79
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2017;80.98
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2017;76.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2017;75.4
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2017;75.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2018;74.79
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2018;72.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2018;72.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2018;72.32
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2018;71.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2018;71.23
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2018;71.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2018;72.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2018;73.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2018;71.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2018;71.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2018;71.98
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2019;72.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2019;72.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2019;72.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2019;77.22
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2019;80.06
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2019;82.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2019;82.94
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2019;81.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2019;83.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2019;82.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2019;83.76
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2019;90.68
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2020;87.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2020;84.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2020;82.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2020;82.96
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2020;80.76
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2020;79.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2020;76.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2020;75.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2020;75.66
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2020;73.69
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2020;71.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2020;73.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2021;72.05
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2021;69.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2021;69.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2021;71.17
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];květen 2021;70.68
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červen 2021;73.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];červenec 2021;72.88
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];srpen 2021;71.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];září 2021;69.33
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];říjen 2021;69.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];listopad 2021;69.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];prosinec 2021;70.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];leden 2022;68.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];únor 2022;70.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];březen 2022;74.97
Cena průmyslového výrobku nebo služby (Kč);Česko;Vepřová pečeně s kostí [kg];duben 2022;86.26
