Území,Roky,Typ ceny,Očištění,Země,Ukazatel,value
Česko,2024,Běžné ceny,Bez očištění,Nový Zéland,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Nový Zéland,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Nový Zéland,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Nový Zéland,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Nový Zéland,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Okupované palestinské území,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Omán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Omán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Omán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Omán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Omán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Omán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Omán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Ostrovy Turks a Caicos,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pákistán,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Pákistán,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Pákistán,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pákistán,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pákistán,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pákistán,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pákistán,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Palau,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Palau,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Palau,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Palau,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Palau,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Palau,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Palau,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Panama,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Panama,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Panama,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Panama,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Panama,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Panama,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Panama,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Papua-Nová Guinea,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Paraguay,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Paraguay,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Paraguay,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Paraguay,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Paraguay,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Paraguay,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Paraguay,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Peru,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Peru,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Peru,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Peru,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Peru,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Peru,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Peru,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pitcairn,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Pobřeží slonoviny,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Polsko,"Vývoz (v mil. Kč, FOB)",345427.174279
Česko,2024,Běžné ceny,Bez očištění,Polsko,"Dovoz (v mil. Kč, CIF)",418455.935771
Česko,2024,Běžné ceny,Bez očištění,Polsko,Bilance (v mil. Kč),-73028.761492
Česko,2024,Běžné ceny,Bez očištění,Polsko,Obrat zboží (v mil. Kč),763883.11005
Česko,2024,Běžné ceny,Bez očištění,Polsko,Vývoz (meziroční index),107.6272093611
Česko,2024,Běžné ceny,Bez očištění,Polsko,Dovoz (meziroční index),108.1275971943
Česko,2024,Běžné ceny,Bez očištění,Polsko,Obrat zboží (meziroční index),107.9007472347
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,"Vývoz (v mil. Kč, FOB)",18806.969793
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,"Dovoz (v mil. Kč, CIF)",14611.052139
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,Bilance (v mil. Kč),4195.917654
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,Obrat zboží (v mil. Kč),33418.021932
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,Vývoz (meziroční index),104.4567923876
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,Dovoz (meziroční index),113.7103844605
Česko,2024,Běžné ceny,Bez očištění,Portugalsko,Obrat zboží (meziroční index),108.3105255164
Česko,2024,Běžné ceny,Bez očištění,Rakousko,"Vývoz (v mil. Kč, FOB)",177520.372005
Česko,2024,Běžné ceny,Bez očištění,Rakousko,"Dovoz (v mil. Kč, CIF)",120510.828358
Česko,2024,Běžné ceny,Bez očištění,Rakousko,Bilance (v mil. Kč),57009.543647
Česko,2024,Běžné ceny,Bez očištění,Rakousko,Obrat zboží (v mil. Kč),298031.200363
Česko,2024,Běžné ceny,Bez očištění,Rakousko,Vývoz (meziroční index),98.577030698
Česko,2024,Běžné ceny,Bez očištění,Rakousko,Dovoz (meziroční index),100.9754067802
Česko,2024,Běžné ceny,Bez očištění,Rakousko,Obrat zboží (meziroční index),99.5329759092
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rovníková Guinea,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,"Vývoz (v mil. Kč, FOB)",75659.916916
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,"Dovoz (v mil. Kč, CIF)",62337.254972
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,Bilance (v mil. Kč),13322.661944
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,Obrat zboží (v mil. Kč),137997.171888
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,Vývoz (meziroční index),105.5949266961
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,Dovoz (meziroční index),104.3567305448
Česko,2024,Běžné ceny,Bez očištění,Rumunsko,Obrat zboží (meziroční index),105.0319790311
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,"Vývoz (v mil. Kč, FOB)",14817.007502
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,"Dovoz (v mil. Kč, CIF)",78567.185654
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,Bilance (v mil. Kč),-63750.178152
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,Obrat zboží (v mil. Kč),93384.193156
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,Vývoz (meziroční index),93.3192232724
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,Dovoz (meziroční index),104.5124361146
Česko,2024,Běžné ceny,Bez očištění,Ruská federace,Obrat zboží (meziroční index),102.5605648046
Česko,2024,Běžné ceny,Bez očištění,Rwanda,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Rwanda,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Rwanda,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rwanda,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Rwanda,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rwanda,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Rwanda,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Řecko,"Vývoz (v mil. Kč, FOB)",12000.246531
Česko,2024,Běžné ceny,Bez očištění,Řecko,"Dovoz (v mil. Kč, CIF)",10621.163126
Česko,2024,Běžné ceny,Bez očištění,Řecko,Bilance (v mil. Kč),1379.083405
Česko,2024,Běžné ceny,Bez očištění,Řecko,Obrat zboží (v mil. Kč),22621.409657
Česko,2024,Běžné ceny,Bez očištění,Řecko,Vývoz (meziroční index),96.6690460563
Česko,2024,Běžné ceny,Bez očištění,Řecko,Dovoz (meziroční index),116.364988603
Česko,2024,Běžné ceny,Bez očištění,Řecko,Obrat zboží (meziroční index),105.0146285101
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Salvador,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Salvador,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Salvador,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Salvador,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Salvador,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Salvador,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Salvador,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Samoa,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Samoa,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Samoa,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Samoa,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Samoa,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Samoa,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Samoa,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,San Marino,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,San Marino,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,San Marino,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,San Marino,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,San Marino,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,San Marino,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,San Marino,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Saúdská Arábie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Senegal,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Senegal,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Senegal,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Senegal,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Senegal,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Senegal,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Senegal,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Makedonie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Severní Mariany,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Seychely,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Seychely,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Seychely,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Seychely,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Seychely,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Seychely,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Seychely,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sierra Leone,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Singapur,"Vývoz (v mil. Kč, FOB)",18016.912523
Česko,2024,Běžné ceny,Bez očištění,Singapur,"Dovoz (v mil. Kč, CIF)",4975.537495
Česko,2024,Běžné ceny,Bez očištění,Singapur,Bilance (v mil. Kč),13041.375028
Česko,2024,Běžné ceny,Bez očištění,Singapur,Obrat zboží (v mil. Kč),22992.450018
Česko,2024,Běžné ceny,Bez očištění,Singapur,Vývoz (meziroční index),244.531309094
Česko,2024,Běžné ceny,Bez očištění,Singapur,Dovoz (meziroční index),89.2316374508
Česko,2024,Běžné ceny,Bez očištění,Singapur,Obrat zboží (meziroční index),177.6313285806
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Slovensko,"Vývoz (v mil. Kč, FOB)",425144.809841
Česko,2024,Běžné ceny,Bez očištění,Slovensko,"Dovoz (v mil. Kč, CIF)",239404.103631
Česko,2024,Běžné ceny,Bez očištění,Slovensko,Bilance (v mil. Kč),185740.70621
Česko,2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (v mil. Kč),664548.913472
Česko,2024,Běžné ceny,Bez očištění,Slovensko,Vývoz (meziroční index),101.7199778673
Česko,2024,Běžné ceny,Bez očištění,Slovensko,Dovoz (meziroční index),105.8162630709
Česko,2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (meziroční index),103.1586037178
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,"Vývoz (v mil. Kč, FOB)",27294.607383
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,"Dovoz (v mil. Kč, CIF)",23071.456512
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,Bilance (v mil. Kč),4223.150871
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (v mil. Kč),50366.063895
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,Vývoz (meziroční index),112.8812319136
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,Dovoz (meziroční index),107.0916717102
Česko,2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (meziroční index),110.1533560067
Česko,2024,Běžné ceny,Bez očištění,Somálsko,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Somálsko,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Somálsko,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Somálsko,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Somálsko,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Vývoz (v mil. Kč, FOB)",19771.292205
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Dovoz (v mil. Kč, CIF)",4319.188232
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Bilance (v mil. Kč),15452.103973
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (v mil. Kč),24090.480437
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Vývoz (meziroční index),131.3214033026
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Dovoz (meziroční index),81.8124246452
Česko,2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (meziroční index),118.467885319
Česko,2024,Běžné ceny,Bez očištění,Spojené království,"Vývoz (v mil. Kč, FOB)",219477.062941
Česko,2024,Běžné ceny,Bez očištění,Spojené království,"Dovoz (v mil. Kč, CIF)",65502.969219
Česko,2024,Běžné ceny,Bez očištění,Spojené království,Bilance (v mil. Kč),153974.093722
Česko,2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (v mil. Kč),284980.03216
Česko,2024,Běžné ceny,Bez očištění,Spojené království,Vývoz (meziroční index),122.9245038656
Česko,2024,Běžné ceny,Bez očištění,Spojené království,Dovoz (meziroční index),84.9901853969
Česko,2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (meziroční index),111.4869273811
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Dovoz (v mil. Kč, CIF)",
