Stát,Kumulace měsíců,Ukazatel,value
Česko,září 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",62653.0
Česko,září 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",78867.0
Česko,září 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2012,Počet stavebních povolení v ČR,64578.0
Česko,srpen 2012,Počet vydaných stavebních povolení - budovy,37052.0
Česko,srpen 2012,Počet vydaných stavebních povolení - budovy bytové,23156.0
Česko,srpen 2012,Počet vydaných stavebních povolení - budovy nebytové,13896.0
Česko,srpen 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",221361.0
Česko,srpen 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",126647.0
Česko,srpen 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",56292.0
Česko,srpen 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",70355.0
Česko,srpen 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2012,Počet stavebních povolení v ČR,55521.0
Česko,červenec 2012,Počet vydaných stavebních povolení - budovy,31970.0
Česko,červenec 2012,Počet vydaných stavebních povolení - budovy bytové,19980.0
Česko,červenec 2012,Počet vydaných stavebních povolení - budovy nebytové,11990.0
Česko,červenec 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",168270.0
Česko,červenec 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",110240.0
Česko,červenec 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",48187.0
Česko,červenec 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",62053.0
Česko,červenec 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2012,Počet stavebních povolení v ČR,47186.0
Česko,červen 2012,Počet vydaných stavebních povolení - budovy,26994.0
Česko,červen 2012,Počet vydaných stavebních povolení - budovy bytové,16842.0
Česko,červen 2012,Počet vydaných stavebních povolení - budovy nebytové,10152.0
Česko,červen 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",142768.0
Česko,červen 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",93267.0
Česko,červen 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",41328.0
Česko,červen 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",51939.0
Česko,červen 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2012,Počet stavebních povolení v ČR,38500.0
Česko,květen 2012,Počet vydaných stavebních povolení - budovy,21987.0
Česko,květen 2012,Počet vydaných stavebních povolení - budovy bytové,13723.0
Česko,květen 2012,Počet vydaných stavebních povolení - budovy nebytové,8264.0
Česko,květen 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",121262.0
Česko,květen 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",78410.0
Česko,květen 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",34434.0
Česko,květen 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",43976.0
Česko,květen 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2012,Počet stavebních povolení v ČR,29548.0
Česko,duben 2012,Počet vydaných stavebních povolení - budovy,16635.0
Česko,duben 2012,Počet vydaných stavebních povolení - budovy bytové,10329.0
Česko,duben 2012,Počet vydaných stavebních povolení - budovy nebytové,6306.0
Česko,duben 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",93314.0
Česko,duben 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",59368.0
Česko,duben 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",26572.0
Česko,duben 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",32796.0
Česko,duben 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2012,Počet stavebních povolení v ČR,21330.0
Česko,březen 2012,Počet vydaných stavebních povolení - budovy,11940.0
Česko,březen 2012,Počet vydaných stavebních povolení - budovy bytové,7327.0
Česko,březen 2012,Počet vydaných stavebních povolení - budovy nebytové,4613.0
Česko,březen 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",69663.0
Česko,březen 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",45018.0
Česko,březen 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",19353.0
Česko,březen 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",25665.0
Česko,březen 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2012,Počet stavebních povolení v ČR,13535.0
Česko,únor 2012,Počet vydaných stavebních povolení - budovy,7480.0
Česko,únor 2012,Počet vydaných stavebních povolení - budovy bytové,4523.0
Česko,únor 2012,Počet vydaných stavebních povolení - budovy nebytové,2957.0
Česko,únor 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",44991.0
Česko,únor 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",28457.0
Česko,únor 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",11720.0
Česko,únor 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",16737.0
Česko,únor 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2012,Počet stavebních povolení v ČR,6761.0
Česko,leden 2012,Počet vydaných stavebních povolení - budovy,3735.0
Česko,leden 2012,Počet vydaných stavebních povolení - budovy bytové,2279.0
Česko,leden 2012,Počet vydaných stavebních povolení - budovy nebytové,1456.0
Česko,leden 2012,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2012,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",23946.0
Česko,leden 2012,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",16248.0
Česko,leden 2012,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",6137.0
Česko,leden 2012,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",10111.0
Česko,leden 2012,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2011,Počet stavebních povolení v ČR,107231.0
Česko,prosinec 2011,Počet vydaných stavebních povolení - budovy,61421.0
Česko,prosinec 2011,Počet vydaných stavebních povolení - budovy bytové,39656.0
Česko,prosinec 2011,Počet vydaných stavebních povolení - budovy nebytové,21765.0
Česko,prosinec 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",339937.0
Česko,prosinec 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",196690.0
Česko,prosinec 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",97222.0
Česko,prosinec 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",99468.0
Česko,prosinec 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2011,Počet stavebních povolení v ČR,98843.0
Česko,listopad 2011,Počet vydaných stavebních povolení - budovy,56979.0
Česko,listopad 2011,Počet vydaných stavebních povolení - budovy bytové,36932.0
Česko,listopad 2011,Počet vydaných stavebních povolení - budovy nebytové,20047.0
Česko,listopad 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",320454.0
Česko,listopad 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",184926.0
Česko,listopad 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",90858.0
Česko,listopad 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",94068.0
Česko,listopad 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2011,Počet stavebních povolení v ČR,89912.0
Česko,říjen 2011,Počet vydaných stavebních povolení - budovy,52093.0
Česko,říjen 2011,Počet vydaných stavebních povolení - budovy bytové,34029.0
Česko,říjen 2011,Počet vydaných stavebních povolení - budovy nebytové,18064.0
Česko,říjen 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",298019.0
Česko,říjen 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",171190.0
Česko,říjen 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",84401.0
Česko,říjen 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",86789.0
Česko,říjen 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2011,Počet stavebních povolení v ČR,80360.0
Česko,září 2011,Počet vydaných stavebních povolení - budovy,46707.0
Česko,září 2011,Počet vydaných stavebních povolení - budovy bytové,30546.0
Česko,září 2011,Počet vydaných stavebních povolení - budovy nebytové,16161.0
Česko,září 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",271586.0
Česko,září 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",154323.0
Česko,září 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",75870.0
Česko,září 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",78453.0
Česko,září 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2011,Počet stavebních povolení v ČR,70904.0
Česko,srpen 2011,Počet vydaných stavebních povolení - budovy,41339.0
Česko,srpen 2011,Počet vydaných stavebních povolení - budovy bytové,27018.0
Česko,srpen 2011,Počet vydaných stavebních povolení - budovy nebytové,14321.0
Česko,srpen 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",244719.0
Česko,srpen 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",138440.0
Česko,srpen 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",66614.0
Česko,srpen 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",71826.0
Česko,srpen 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2011,Počet stavebních povolení v ČR,61123.0
Česko,červenec 2011,Počet vydaných stavebních povolení - budovy,35445.0
Česko,červenec 2011,Počet vydaných stavebních povolení - budovy bytové,23092.0
Česko,červenec 2011,Počet vydaných stavebních povolení - budovy nebytové,12353.0
Česko,červenec 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",221756.0
Česko,červenec 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",122281.0
Česko,červenec 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",57951.0
Česko,červenec 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",64330.0
Česko,červenec 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2011,Počet stavebních povolení v ČR,51964.0
Česko,červen 2011,Počet vydaných stavebních povolení - budovy,30092.0
Česko,červen 2011,Počet vydaných stavebních povolení - budovy bytové,19594.0
Česko,červen 2011,Počet vydaných stavebních povolení - budovy nebytové,10498.0
Česko,červen 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",193182.0
Česko,červen 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",106313.0
Česko,červen 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",49112.0
Česko,červen 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",57201.0
Česko,červen 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2011,Počet stavebních povolení v ČR,41817.0
Česko,květen 2011,Počet vydaných stavebních povolení - budovy,24225.0
Česko,květen 2011,Počet vydaných stavebních povolení - budovy bytové,15838.0
Česko,květen 2011,Počet vydaných stavebních povolení - budovy nebytové,8387.0
Česko,květen 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",159406.0
Česko,květen 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",85636.0
Česko,květen 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",40177.0
Česko,květen 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",45459.0
Česko,květen 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2011,Počet stavebních povolení v ČR,31249.0
Česko,duben 2011,Počet vydaných stavebních povolení - budovy,17880.0
Česko,duben 2011,Počet vydaných stavebních povolení - budovy bytové,11616.0
Česko,duben 2011,Počet vydaných stavebních povolení - budovy nebytové,6264.0
Česko,duben 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",123164.0
Česko,duben 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",61474.0
Česko,duben 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",30073.0
Česko,duben 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",31401.0
Česko,duben 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2011,Počet stavebních povolení v ČR,22039.0
Česko,březen 2011,Počet vydaných stavebních povolení - budovy,12620.0
Česko,březen 2011,Počet vydaných stavebních povolení - budovy bytové,8141.0
Česko,březen 2011,Počet vydaných stavebních povolení - budovy nebytové,4479.0
Česko,březen 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",98836.0
Česko,březen 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",45960.0
Česko,březen 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",21609.0
Česko,březen 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",24351.0
Česko,březen 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2011,Počet stavebních povolení v ČR,13489.0
Česko,únor 2011,Počet vydaných stavebních povolení - budovy,7603.0
Česko,únor 2011,Počet vydaných stavebních povolení - budovy bytové,4802.0
Česko,únor 2011,Počet vydaných stavebních povolení - budovy nebytové,2801.0
Česko,únor 2011,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2011,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",65561.0
Česko,únor 2011,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",30470.0
Česko,únor 2011,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",13674.0
Česko,únor 2011,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",16796.0
Česko,únor 2011,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2011,Počet stavebních povolení v ČR,6369.0
Česko,leden 2011,Počet vydaných stavebních povolení - budovy,3557.0
Česko,leden 2011,Počet vydaných stavebních povolení - budovy bytové,2230.0
Česko,leden 2011,Počet vydaných stavebních povolení - budovy nebytové,1327.0
