Území,Země,Měsíce,Ukazatel,value
Česko,Svět celkem,září 2014,Bilance - pohyb zboží (v mil. Kč),48346.0
Česko,Svět celkem,září 2014,Obrat - pohyb zboží (v mil. Kč),624743.0
Česko,Svět celkem,září 2014,Pohyb zboží z ČR (meziroční index ),119.0
Česko,Svět celkem,září 2014,Pohyb zboží do ČR (meziroční index),116.8
Česko,Svět celkem,září 2014,Obrat pohybu zboží (meziroční index),118.0
Česko,Svět celkem,srpen 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",254879.0
Česko,Svět celkem,srpen 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",235249.0
Česko,Svět celkem,srpen 2014,Bilance - pohyb zboží (v mil. Kč),19629.0
Česko,Svět celkem,srpen 2014,Obrat - pohyb zboží (v mil. Kč),490128.0
Česko,Svět celkem,srpen 2014,Pohyb zboží z ČR (meziroční index ),104.4
Česko,Svět celkem,srpen 2014,Pohyb zboží do ČR (meziroční index),104.8
Česko,Svět celkem,srpen 2014,Obrat pohybu zboží (meziroční index),104.6
Česko,Svět celkem,červenec 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",309152.0
Česko,Svět celkem,červenec 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",274504.0
Česko,Svět celkem,červenec 2014,Bilance - pohyb zboží (v mil. Kč),34649.0
Česko,Svět celkem,červenec 2014,Obrat - pohyb zboží (v mil. Kč),583656.0
Česko,Svět celkem,červenec 2014,Pohyb zboží z ČR (meziroční index ),120.8
Česko,Svět celkem,červenec 2014,Pohyb zboží do ČR (meziroční index),119.6
Česko,Svět celkem,červenec 2014,Obrat pohybu zboží (meziroční index),120.2
Česko,Svět celkem,červen 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",302148.0
Česko,Svět celkem,červen 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",265179.0
Česko,Svět celkem,červen 2014,Bilance - pohyb zboží (v mil. Kč),36969.0
Česko,Svět celkem,červen 2014,Obrat - pohyb zboží (v mil. Kč),567327.0
Česko,Svět celkem,červen 2014,Pohyb zboží z ČR (meziroční index ),117.1
Česko,Svět celkem,červen 2014,Pohyb zboží do ČR (meziroční index),117.4
Česko,Svět celkem,červen 2014,Obrat pohybu zboží (meziroční index),117.2
Česko,Svět celkem,květen 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",292645.0
Česko,Svět celkem,květen 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",260106.0
Česko,Svět celkem,květen 2014,Bilance - pohyb zboží (v mil. Kč),32539.0
Česko,Svět celkem,květen 2014,Obrat - pohyb zboží (v mil. Kč),552750.0
Česko,Svět celkem,květen 2014,Pohyb zboží z ČR (meziroční index ),113.6
Česko,Svět celkem,květen 2014,Pohyb zboží do ČR (meziroční index),113.0
Česko,Svět celkem,květen 2014,Obrat pohybu zboží (meziroční index),113.3
Česko,Svět celkem,duben 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",302618.0
Česko,Svět celkem,duben 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",264191.0
Česko,Svět celkem,duben 2014,Bilance - pohyb zboží (v mil. Kč),38426.0
Česko,Svět celkem,duben 2014,Obrat - pohyb zboží (v mil. Kč),566809.0
Česko,Svět celkem,duben 2014,Pohyb zboží z ČR (meziroční index ),112.6
Česko,Svět celkem,duben 2014,Pohyb zboží do ČR (meziroční index),113.1
Česko,Svět celkem,duben 2014,Obrat pohybu zboží (meziroční index),112.9
Česko,Svět celkem,březen 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",311390.0
Česko,Svět celkem,březen 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",263680.0
Česko,Svět celkem,březen 2014,Bilance - pohyb zboží (v mil. Kč),47710.0
Česko,Svět celkem,březen 2014,Obrat - pohyb zboží (v mil. Kč),575070.0
Česko,Svět celkem,březen 2014,Pohyb zboží z ČR (meziroční index ),119.0
Česko,Svět celkem,březen 2014,Pohyb zboží do ČR (meziroční index),115.2
Česko,Svět celkem,březen 2014,Obrat pohybu zboží (meziroční index),117.2
Česko,Svět celkem,únor 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",286035.0
Česko,Svět celkem,únor 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",254327.0
Česko,Svět celkem,únor 2014,Bilance - pohyb zboží (v mil. Kč),31708.0
Česko,Svět celkem,únor 2014,Obrat - pohyb zboží (v mil. Kč),540362.0
Česko,Svět celkem,únor 2014,Pohyb zboží z ČR (meziroční index ),117.3
Česko,Svět celkem,únor 2014,Pohyb zboží do ČR (meziroční index),120.0
Česko,Svět celkem,únor 2014,Obrat pohybu zboží (meziroční index),118.6
Česko,Svět celkem,leden 2014,"Pohyb zboží z ČR (v mil. Kč, FOB)",293554.0
Česko,Svět celkem,leden 2014,"Pohyb zboží do ČR (v mil. Kč, CIF)",249152.0
Česko,Svět celkem,leden 2014,Bilance - pohyb zboží (v mil. Kč),44403.0
Česko,Svět celkem,leden 2014,Obrat - pohyb zboží (v mil. Kč),542706.0
Česko,Svět celkem,leden 2014,Pohyb zboží z ČR (meziroční index ),118.6
Česko,Svět celkem,leden 2014,Pohyb zboží do ČR (meziroční index),115.8
Česko,Svět celkem,leden 2014,Obrat pohybu zboží (meziroční index),117.3
Česko,Svět celkem,prosinec 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",252903.0
Česko,Svět celkem,prosinec 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",243738.0
Česko,Svět celkem,prosinec 2013,Bilance - pohyb zboží (v mil. Kč),9164.0
Česko,Svět celkem,prosinec 2013,Obrat - pohyb zboží (v mil. Kč),496641.0
Česko,Svět celkem,prosinec 2013,Pohyb zboží z ČR (meziroční index ),119.8
Česko,Svět celkem,prosinec 2013,Pohyb zboží do ČR (meziroční index),118.5
Česko,Svět celkem,prosinec 2013,Obrat pohybu zboží (meziroční index),119.1
Česko,Svět celkem,listopad 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",301307.0
Česko,Svět celkem,listopad 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",265294.0
Česko,Svět celkem,listopad 2013,Bilance - pohyb zboží (v mil. Kč),36013.0
Česko,Svět celkem,listopad 2013,Obrat - pohyb zboží (v mil. Kč),566601.0
Česko,Svět celkem,listopad 2013,Pohyb zboží z ČR (meziroční index ),108.7
Česko,Svět celkem,listopad 2013,Pohyb zboží do ČR (meziroční index),108.9
Česko,Svět celkem,listopad 2013,Obrat pohybu zboží (meziroční index),108.8
Česko,Svět celkem,říjen 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",300188.0
Česko,Svět celkem,říjen 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",268153.0
Česko,Svět celkem,říjen 2013,Bilance - pohyb zboží (v mil. Kč),32035.0
Česko,Svět celkem,říjen 2013,Obrat - pohyb zboží (v mil. Kč),568341.0
Česko,Svět celkem,říjen 2013,Pohyb zboží z ČR (meziroční index ),104.8
Česko,Svět celkem,říjen 2013,Pohyb zboží do ČR (meziroční index),105.7
Česko,Svět celkem,říjen 2013,Obrat pohybu zboží (meziroční index),105.2
Česko,Svět celkem,září 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",282899.0
Česko,Svět celkem,září 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",246649.0
Česko,Svět celkem,září 2013,Bilance - pohyb zboží (v mil. Kč),36250.0
Česko,Svět celkem,září 2013,Obrat - pohyb zboží (v mil. Kč),529548.0
Česko,Svět celkem,září 2013,Pohyb zboží z ČR (meziroční index ),109.7
Česko,Svět celkem,září 2013,Pohyb zboží do ČR (meziroční index),108.2
Česko,Svět celkem,září 2013,Obrat pohybu zboží (meziroční index),109.0
Česko,Svět celkem,srpen 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",244237.0
Česko,Svět celkem,srpen 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",224386.0
Česko,Svět celkem,srpen 2013,Bilance - pohyb zboží (v mil. Kč),19851.0
Česko,Svět celkem,srpen 2013,Obrat - pohyb zboží (v mil. Kč),468623.0
Česko,Svět celkem,srpen 2013,Pohyb zboží z ČR (meziroční index ),102.5
Česko,Svět celkem,srpen 2013,Pohyb zboží do ČR (meziroční index),101.1
Česko,Svět celkem,srpen 2013,Obrat pohybu zboží (meziroční index),101.8
Česko,Svět celkem,červenec 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",255877.0
Česko,Svět celkem,červenec 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",229537.0
Česko,Svět celkem,červenec 2013,Bilance - pohyb zboží (v mil. Kč),26340.0
Česko,Svět celkem,červenec 2013,Obrat - pohyb zboží (v mil. Kč),485413.0
Česko,Svět celkem,červenec 2013,Pohyb zboží z ČR (meziroční index ),104.6
Česko,Svět celkem,červenec 2013,Pohyb zboží do ČR (meziroční index),103.8
Česko,Svět celkem,červenec 2013,Obrat pohybu zboží (meziroční index),104.2
Česko,Svět celkem,červen 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",258082.0
Česko,Svět celkem,červen 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",225931.0
Česko,Svět celkem,červen 2013,Bilance - pohyb zboží (v mil. Kč),32152.0
Česko,Svět celkem,červen 2013,Obrat - pohyb zboží (v mil. Kč),484013.0
Česko,Svět celkem,červen 2013,Pohyb zboží z ČR (meziroční index ),98.0
Česko,Svět celkem,červen 2013,Pohyb zboží do ČR (meziroční index),96.1
Česko,Svět celkem,červen 2013,Obrat pohybu zboží (meziroční index),97.1
Česko,Svět celkem,květen 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",257557.0
Česko,Svět celkem,květen 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",230184.0
Česko,Svět celkem,květen 2013,Bilance - pohyb zboží (v mil. Kč),27373.0
Česko,Svět celkem,květen 2013,Obrat - pohyb zboží (v mil. Kč),487742.0
Česko,Svět celkem,květen 2013,Pohyb zboží z ČR (meziroční index ),100.4
Česko,Svět celkem,květen 2013,Pohyb zboží do ČR (meziroční index),97.9
Česko,Svět celkem,květen 2013,Obrat pohybu zboží (meziroční index),99.2
Česko,Svět celkem,duben 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",268704.0
Česko,Svět celkem,duben 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",233498.0
Česko,Svět celkem,duben 2013,Bilance - pohyb zboží (v mil. Kč),35207.0
Česko,Svět celkem,duben 2013,Obrat - pohyb zboží (v mil. Kč),502202.0
Česko,Svět celkem,duben 2013,Pohyb zboží z ČR (meziroční index ),107.7
Česko,Svět celkem,duben 2013,Pohyb zboží do ČR (meziroční index),101.7
Česko,Svět celkem,duben 2013,Obrat pohybu zboží (meziroční index),104.8
Česko,Svět celkem,březen 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",261601.0
Česko,Svět celkem,březen 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",228955.0
Česko,Svět celkem,březen 2013,Bilance - pohyb zboží (v mil. Kč),32646.0
Česko,Svět celkem,březen 2013,Obrat - pohyb zboží (v mil. Kč),490556.0
Česko,Svět celkem,březen 2013,Pohyb zboží z ČR (meziroční index ),93.5
Česko,Svět celkem,březen 2013,Pohyb zboží do ČR (meziroční index),94.0
Česko,Svět celkem,březen 2013,Obrat pohybu zboží (meziroční index),93.7
Česko,Svět celkem,únor 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",243782.0
Česko,Svět celkem,únor 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",211983.0
Česko,Svět celkem,únor 2013,Bilance - pohyb zboží (v mil. Kč),31799.0
Česko,Svět celkem,únor 2013,Obrat - pohyb zboží (v mil. Kč),455766.0
Česko,Svět celkem,únor 2013,Pohyb zboží z ČR (meziroční index ),96.1
Česko,Svět celkem,únor 2013,Pohyb zboží do ČR (meziroční index),93.8
Česko,Svět celkem,únor 2013,Obrat pohybu zboží (meziroční index),95.0
Česko,Svět celkem,leden 2013,"Pohyb zboží z ČR (v mil. Kč, FOB)",247567.0
Česko,Svět celkem,leden 2013,"Pohyb zboží do ČR (v mil. Kč, CIF)",215177.0
Česko,Svět celkem,leden 2013,Bilance - pohyb zboží (v mil. Kč),32390.0
Česko,Svět celkem,leden 2013,Obrat - pohyb zboží (v mil. Kč),462744.0
Česko,Svět celkem,leden 2013,Pohyb zboží z ČR (meziroční index ),97.5
Česko,Svět celkem,leden 2013,Pohyb zboží do ČR (meziroční index),96.4
Česko,Svět celkem,leden 2013,Obrat pohybu zboží (meziroční index),97.0
Česko,Svět celkem,prosinec 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",211183.0
Česko,Svět celkem,prosinec 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",205744.0
Česko,Svět celkem,prosinec 2012,Bilance - pohyb zboží (v mil. Kč),5439.0
Česko,Svět celkem,prosinec 2012,Obrat - pohyb zboží (v mil. Kč),416927.0
Česko,Svět celkem,prosinec 2012,Pohyb zboží z ČR (meziroční index ),93.0
Česko,Svět celkem,prosinec 2012,Pohyb zboží do ČR (meziroční index),93.6
Česko,Svět celkem,prosinec 2012,Obrat pohybu zboží (meziroční index),93.3
Česko,Svět celkem,listopad 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",277243.0
Česko,Svět celkem,listopad 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",243567.0
Česko,Svět celkem,listopad 2012,Bilance - pohyb zboží (v mil. Kč),33676.0
Česko,Svět celkem,listopad 2012,Obrat - pohyb zboží (v mil. Kč),520810.0
Česko,Svět celkem,listopad 2012,Pohyb zboží z ČR (meziroční index ),104.0
Česko,Svět celkem,listopad 2012,Pohyb zboží do ČR (meziroční index),98.2
Česko,Svět celkem,listopad 2012,Obrat pohybu zboží (meziroční index),101.2
Česko,Svět celkem,říjen 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",286439.0
Česko,Svět celkem,říjen 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",253659.0
Česko,Svět celkem,říjen 2012,Bilance - pohyb zboží (v mil. Kč),32781.0
Česko,Svět celkem,říjen 2012,Obrat - pohyb zboží (v mil. Kč),540098.0
Česko,Svět celkem,říjen 2012,Pohyb zboží z ČR (meziroční index ),109.2
Česko,Svět celkem,říjen 2012,Pohyb zboží do ČR (meziroční index),110.2
Česko,Svět celkem,říjen 2012,Obrat pohybu zboží (meziroční index),109.6
Česko,Svět celkem,září 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",257989.0
Česko,Svět celkem,září 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",228037.0
Česko,Svět celkem,září 2012,Bilance - pohyb zboží (v mil. Kč),29952.0
Česko,Svět celkem,září 2012,Obrat - pohyb zboží (v mil. Kč),486026.0
Česko,Svět celkem,září 2012,Pohyb zboží z ČR (meziroční index ),100.8
Česko,Svět celkem,září 2012,Pohyb zboží do ČR (meziroční index),97.6
Česko,Svět celkem,září 2012,Obrat pohybu zboží (meziroční index),99.3
Česko,Svět celkem,srpen 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",238387.0
Česko,Svět celkem,srpen 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",222045.0
Česko,Svět celkem,srpen 2012,Bilance - pohyb zboží (v mil. Kč),16342.0
Česko,Svět celkem,srpen 2012,Obrat - pohyb zboží (v mil. Kč),460432.0
Česko,Svět celkem,srpen 2012,Pohyb zboží z ČR (meziroční index ),108.3
Česko,Svět celkem,srpen 2012,Pohyb zboží do ČR (meziroční index),101.4
Česko,Svět celkem,srpen 2012,Obrat pohybu zboží (meziroční index),104.9
Česko,Svět celkem,červenec 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",244508.0
Česko,Svět celkem,červenec 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",221214.0
Česko,Svět celkem,červenec 2012,Bilance - pohyb zboží (v mil. Kč),23294.0
Česko,Svět celkem,červenec 2012,Obrat - pohyb zboží (v mil. Kč),465723.0
Česko,Svět celkem,červenec 2012,Pohyb zboží z ČR (meziroční index ),111.0
Česko,Svět celkem,červenec 2012,Pohyb zboží do ČR (meziroční index),106.2
Česko,Svět celkem,červenec 2012,Obrat pohybu zboží (meziroční index),108.7
Česko,Svět celkem,červen 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",263302.0
Česko,Svět celkem,červen 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",235041.0
Česko,Svět celkem,červen 2012,Bilance - pohyb zboží (v mil. Kč),28262.0
Česko,Svět celkem,červen 2012,Obrat - pohyb zboží (v mil. Kč),498343.0
Česko,Svět celkem,červen 2012,Pohyb zboží z ČR (meziroční index ),106.8
Česko,Svět celkem,červen 2012,Pohyb zboží do ČR (meziroční index),102.4
Česko,Svět celkem,červen 2012,Obrat pohybu zboží (meziroční index),104.7
Česko,Svět celkem,květen 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",256637.0
Česko,Svět celkem,květen 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",235199.0
Česko,Svět celkem,květen 2012,Bilance - pohyb zboží (v mil. Kč),21438.0
Česko,Svět celkem,květen 2012,Obrat - pohyb zboží (v mil. Kč),491836.0
Česko,Svět celkem,květen 2012,Pohyb zboží z ČR (meziroční index ),104.5
Česko,Svět celkem,květen 2012,Pohyb zboží do ČR (meziroční index),100.8
Česko,Svět celkem,květen 2012,Obrat pohybu zboží (meziroční index),102.7
Česko,Svět celkem,duben 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",249584.0
Česko,Svět celkem,duben 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",229592.0
Česko,Svět celkem,duben 2012,Bilance - pohyb zboží (v mil. Kč),19991.0
Česko,Svět celkem,duben 2012,Obrat - pohyb zboží (v mil. Kč),479176.0
Česko,Svět celkem,duben 2012,Pohyb zboží z ČR (meziroční index ),108.2
Česko,Svět celkem,duben 2012,Pohyb zboží do ČR (meziroční index),105.7
Česko,Svět celkem,duben 2012,Obrat pohybu zboží (meziroční index),107.0
Česko,Svět celkem,březen 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",279839.0
Česko,Svět celkem,březen 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",243541.0
Česko,Svět celkem,březen 2012,Bilance - pohyb zboží (v mil. Kč),36298.0
Česko,Svět celkem,březen 2012,Obrat - pohyb zboží (v mil. Kč),523379.0
Česko,Svět celkem,březen 2012,Pohyb zboží z ČR (meziroční index ),107.4
Česko,Svět celkem,březen 2012,Pohyb zboží do ČR (meziroční index),102.8
Česko,Svět celkem,březen 2012,Obrat pohybu zboží (meziroční index),105.2
Česko,Svět celkem,únor 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",253617.0
Česko,Svět celkem,únor 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",226090.0
Česko,Svět celkem,únor 2012,Bilance - pohyb zboží (v mil. Kč),27528.0
Česko,Svět celkem,únor 2012,Obrat - pohyb zboží (v mil. Kč),479707.0
Česko,Svět celkem,únor 2012,Pohyb zboží z ČR (meziroční index ),116.0
Česko,Svět celkem,únor 2012,Pohyb zboží do ČR (meziroční index),110.3
Česko,Svět celkem,únor 2012,Obrat pohybu zboží (meziroční index),113.3
Česko,Svět celkem,leden 2012,"Pohyb zboží z ČR (v mil. Kč, FOB)",253869.0
Česko,Svět celkem,leden 2012,"Pohyb zboží do ČR (v mil. Kč, CIF)",223160.0
Česko,Svět celkem,leden 2012,Bilance - pohyb zboží (v mil. Kč),30708.0
Česko,Svět celkem,leden 2012,Obrat - pohyb zboží (v mil. Kč),477029.0
Česko,Svět celkem,leden 2012,Pohyb zboží z ČR (meziroční index ),113.1
Česko,Svět celkem,leden 2012,Pohyb zboží do ČR (meziroční index),108.0
Česko,Svět celkem,leden 2012,Obrat pohybu zboží (meziroční index),110.7
Česko,Svět celkem,prosinec 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",227056.0
Česko,Svět celkem,prosinec 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",219883.0
Česko,Svět celkem,prosinec 2011,Bilance - pohyb zboží (v mil. Kč),7172.0
Česko,Svět celkem,prosinec 2011,Obrat - pohyb zboží (v mil. Kč),446939.0
Česko,Svět celkem,prosinec 2011,Pohyb zboží z ČR (meziroční index ),109.4
Česko,Svět celkem,prosinec 2011,Pohyb zboží do ČR (meziroční index),105.9
Česko,Svět celkem,prosinec 2011,Obrat pohybu zboží (meziroční index),107.7
Česko,Svět celkem,listopad 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",266467.0
Česko,Svět celkem,listopad 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",248143.0
Česko,Svět celkem,listopad 2011,Bilance - pohyb zboží (v mil. Kč),18324.0
Česko,Svět celkem,listopad 2011,Obrat - pohyb zboží (v mil. Kč),514611.0
Česko,Svět celkem,listopad 2011,Pohyb zboží z ČR (meziroční index ),110.2
Česko,Svět celkem,listopad 2011,Pohyb zboží do ČR (meziroční index),107.0
Česko,Svět celkem,listopad 2011,Obrat pohybu zboží (meziroční index),108.6
Česko,Svět celkem,říjen 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",262382.0
Česko,Svět celkem,říjen 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",230201.0
Česko,Svět celkem,říjen 2011,Bilance - pohyb zboží (v mil. Kč),32181.0
Česko,Svět celkem,říjen 2011,Obrat - pohyb zboží (v mil. Kč),492583.0
Česko,Svět celkem,říjen 2011,Pohyb zboží z ČR (meziroční index ),111.9
Česko,Svět celkem,říjen 2011,Pohyb zboží do ČR (meziroční index),104.3
Česko,Svět celkem,říjen 2011,Obrat pohybu zboží (meziroční index),108.2
Česko,Svět celkem,září 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",256013.0
Česko,Svět celkem,září 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",233602.0
Česko,Svět celkem,září 2011,Bilance - pohyb zboží (v mil. Kč),22411.0
Česko,Svět celkem,září 2011,Obrat - pohyb zboží (v mil. Kč),489615.0
Česko,Svět celkem,září 2011,Pohyb zboží z ČR (meziroční index ),109.2
Česko,Svět celkem,září 2011,Pohyb zboží do ČR (meziroční index),104.3
Česko,Svět celkem,září 2011,Obrat pohybu zboží (meziroční index),106.8
Česko,Svět celkem,srpen 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",220133.0
Česko,Svět celkem,srpen 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",218880.0
Česko,Svět celkem,srpen 2011,Bilance - pohyb zboží (v mil. Kč),1253.0
Česko,Svět celkem,srpen 2011,Obrat - pohyb zboží (v mil. Kč),439013.0
Česko,Svět celkem,srpen 2011,Pohyb zboží z ČR (meziroční index ),111.4
Česko,Svět celkem,srpen 2011,Pohyb zboží do ČR (meziroční index),111.2
Česko,Svět celkem,srpen 2011,Obrat pohybu zboží (meziroční index),111.3
Česko,Svět celkem,červenec 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",220305.0
Česko,Svět celkem,červenec 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",208278.0
Česko,Svět celkem,červenec 2011,Bilance - pohyb zboží (v mil. Kč),12027.0
Česko,Svět celkem,červenec 2011,Obrat - pohyb zboží (v mil. Kč),428584.0
Česko,Svět celkem,červenec 2011,Pohyb zboží z ČR (meziroční index ),110.1
Česko,Svět celkem,červenec 2011,Pohyb zboží do ČR (meziroční index),105.8
Česko,Svět celkem,červenec 2011,Obrat pohybu zboží (meziroční index),107.9
Česko,Svět celkem,červen 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",246487.0
Česko,Svět celkem,červen 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",229579.0
Česko,Svět celkem,červen 2011,Bilance - pohyb zboží (v mil. Kč),16908.0
Česko,Svět celkem,červen 2011,Obrat - pohyb zboží (v mil. Kč),476067.0
Česko,Svět celkem,červen 2011,Pohyb zboží z ČR (meziroční index ),109.8
Česko,Svět celkem,červen 2011,Pohyb zboží do ČR (meziroční index),105.9
Česko,Svět celkem,červen 2011,Obrat pohybu zboží (meziroční index),107.9
Česko,Svět celkem,květen 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",245687.0
Česko,Svět celkem,květen 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",233372.0
Česko,Svět celkem,květen 2011,Bilance - pohyb zboží (v mil. Kč),12315.0
Česko,Svět celkem,květen 2011,Obrat - pohyb zboží (v mil. Kč),479059.0
Česko,Svět celkem,květen 2011,Pohyb zboží z ČR (meziroční index ),118.0
Česko,Svět celkem,květen 2011,Pohyb zboží do ČR (meziroční index),119.4
Česko,Svět celkem,květen 2011,Obrat pohybu zboží (meziroční index),118.7
Česko,Svět celkem,duben 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",230610.0
Česko,Svět celkem,duben 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",217188.0
Česko,Svět celkem,duben 2011,Bilance - pohyb zboží (v mil. Kč),13422.0
Česko,Svět celkem,duben 2011,Obrat - pohyb zboží (v mil. Kč),447799.0
Česko,Svět celkem,duben 2011,Pohyb zboží z ČR (meziroční index ),114.8
Česko,Svět celkem,duben 2011,Pohyb zboží do ČR (meziroční index),115.6
Česko,Svět celkem,duben 2011,Obrat pohybu zboží (meziroční index),115.2
Česko,Svět celkem,březen 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",260517.0
Česko,Svět celkem,březen 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",236938.0
Česko,Svět celkem,březen 2011,Bilance - pohyb zboží (v mil. Kč),23579.0
Česko,Svět celkem,březen 2011,Obrat - pohyb zboží (v mil. Kč),497455.0
Česko,Svět celkem,březen 2011,Pohyb zboží z ČR (meziroční index ),118.3
Česko,Svět celkem,březen 2011,Pohyb zboží do ČR (meziroční index),116.7
Česko,Svět celkem,březen 2011,Obrat pohybu zboží (meziroční index),117.5
Česko,Svět celkem,únor 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",218608.0
Česko,Svět celkem,únor 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",204921.0
Česko,Svět celkem,únor 2011,Bilance - pohyb zboží (v mil. Kč),13687.0
Česko,Svět celkem,únor 2011,Obrat - pohyb zboží (v mil. Kč),423529.0
Česko,Svět celkem,únor 2011,Pohyb zboží z ČR (meziroční index ),117.3
Česko,Svět celkem,únor 2011,Pohyb zboží do ČR (meziroční index),120.0
Česko,Svět celkem,únor 2011,Obrat pohybu zboží (meziroční index),118.6
Česko,Svět celkem,leden 2011,"Pohyb zboží z ČR (v mil. Kč, FOB)",224425.0
Česko,Svět celkem,leden 2011,"Pohyb zboží do ČR (v mil. Kč, CIF)",206577.0
Česko,Svět celkem,leden 2011,Bilance - pohyb zboží (v mil. Kč),17848.0
Česko,Svět celkem,leden 2011,Obrat - pohyb zboží (v mil. Kč),431002.0
Česko,Svět celkem,leden 2011,Pohyb zboží z ČR (meziroční index ),127.0
Česko,Svět celkem,leden 2011,Pohyb zboží do ČR (meziroční index),129.3
Česko,Svět celkem,leden 2011,Obrat pohybu zboží (meziroční index),128.1
Česko,Svět celkem,prosinec 2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",207614.0
Česko,Svět celkem,prosinec 2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",207554.0
Česko,Svět celkem,prosinec 2010,Bilance - pohyb zboží (v mil. Kč),61.0
Česko,Svět celkem,prosinec 2010,Obrat - pohyb zboží (v mil. Kč),415168.0
Česko,Svět celkem,prosinec 2010,Pohyb zboží z ČR (meziroční index ),126.0
Česko,Svět celkem,prosinec 2010,Pohyb zboží do ČR (meziroční index),128.0
