PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3897.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;11903.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7647.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4256.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;4131.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet stavebních povolení v ČR;Celkem;1782.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy;Celkem;1466.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;239.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1227.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;950.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;183.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;767.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;516.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;56.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;460.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;316.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;35853.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;31933.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;24785.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;7148.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;21186.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;17949.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3237.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;10747.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;6836.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3911.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;3920.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet stavebních povolení v ČR;Celkem;1603.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy;Celkem;1327.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;216.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1111.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;864.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;167.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;697.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;463.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;49.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;414.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;276.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;32687.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;29044.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;22747.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;6297.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;19441.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;16471.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2970.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;9603.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;6276.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;3327.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;3643.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-07 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet stavebních povolení v ČR;Celkem;1389.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy;Celkem;1140.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy;Nová výstavba;184.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;956.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy bytové;Celkem;763.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;144.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;619.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy nebytové;Celkem;377.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;40.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;337.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;249.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;27462.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;23996.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;18842.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;5154.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;15497.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;12991.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2506.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8499.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;5851.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;2648.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;3466.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-06 2024;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2024;Počet stavebních povolení v ČR;Celkem;1168.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2024;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2024;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-05 2024;Počet vydaných stavebních povolení - budovy;Celkem;951.0
