Ukazatel;Kraje;Pohlaví;Věk (roky);Dvouleté období (kraje);value
Naděje dožití (ex);Hlavní město Praha;muži;82;2021-2022;6.5257915986
Naděje dožití (ex);Hlavní město Praha;muži;82;2022-2023;6.8582918
Naděje dožití (ex);Hlavní město Praha;muži;83;2001-2002;5.150573071
Naděje dožití (ex);Hlavní město Praha;muži;83;2002-2003;5.128257311
Naděje dožití (ex);Hlavní město Praha;muži;83;2003-2004;5.233260844
Naděje dožití (ex);Hlavní město Praha;muži;83;2004-2005;5.404028286
Naděje dožití (ex);Hlavní město Praha;muži;83;2005-2006;5.533526248
Naděje dožití (ex);Hlavní město Praha;muži;83;2006-2007;5.651323705
Naděje dožití (ex);Hlavní město Praha;muži;83;2007-2008;5.870745754
Naděje dožití (ex);Hlavní město Praha;muži;83;2008-2009;5.84661982
Naděje dožití (ex);Hlavní město Praha;muži;83;2009-2010;5.777614729
Naděje dožití (ex);Hlavní město Praha;muži;83;2010-2011;5.978090979
Naděje dožití (ex);Hlavní město Praha;muži;83;2011-2012;6.070391599
Naděje dožití (ex);Hlavní město Praha;muži;83;2012-2013;6.159744646
Naděje dožití (ex);Hlavní město Praha;muži;83;2013-2014;6.235931504
Naděje dožití (ex);Hlavní město Praha;muži;83;2014-2015;6.277721758
Naděje dožití (ex);Hlavní město Praha;muži;83;2015-2016;6.325792422
Naděje dožití (ex);Hlavní město Praha;muži;83;2016-2017;6.537970847
Naděje dožití (ex);Hlavní město Praha;muži;83;2017-2018;6.5430219842
Naděje dožití (ex);Hlavní město Praha;muži;83;2018-2019;6.4989860311
Naděje dožití (ex);Hlavní město Praha;muži;83;2019-2020;6.2089005583
Naděje dožití (ex);Hlavní město Praha;muži;83;2020-2021;5.8996645344
Naděje dožití (ex);Hlavní město Praha;muži;83;2021-2022;6.1033780714
Naděje dožití (ex);Hlavní město Praha;muži;83;2022-2023;6.398812476
Naděje dožití (ex);Hlavní město Praha;muži;84;2001-2002;4.782369137
Naděje dožití (ex);Hlavní město Praha;muži;84;2002-2003;4.76935168
Naděje dožití (ex);Hlavní město Praha;muži;84;2003-2004;4.882456881
Naděje dožití (ex);Hlavní město Praha;muži;84;2004-2005;5.032707859
Naděje dožití (ex);Hlavní město Praha;muži;84;2005-2006;5.147290342
Naděje dožití (ex);Hlavní město Praha;muži;84;2006-2007;5.252616344
Naděje dožití (ex);Hlavní město Praha;muži;84;2007-2008;5.470661606
Naděje dožití (ex);Hlavní město Praha;muži;84;2008-2009;5.440130742
Naděje dožití (ex);Hlavní město Praha;muži;84;2009-2010;5.372619313
Naděje dožití (ex);Hlavní město Praha;muži;84;2010-2011;5.562906552
Naděje dožití (ex);Hlavní město Praha;muži;84;2011-2012;5.646423509
Naděje dožití (ex);Hlavní město Praha;muži;84;2012-2013;5.740375117
Naděje dožití (ex);Hlavní město Praha;muži;84;2013-2014;5.803327895
Naděje dožití (ex);Hlavní město Praha;muži;84;2014-2015;5.848049852
Naděje dožití (ex);Hlavní město Praha;muži;84;2015-2016;5.892744155
Naděje dožití (ex);Hlavní město Praha;muži;84;2016-2017;6.096309493
Naděje dožití (ex);Hlavní město Praha;muži;84;2017-2018;6.1101551664
Naděje dožití (ex);Hlavní město Praha;muži;84;2018-2019;6.064088849
Naděje dožití (ex);Hlavní město Praha;muži;84;2019-2020;5.7840698492
Naděje dožití (ex);Hlavní město Praha;muži;84;2020-2021;5.4863818488
Naděje dožití (ex);Hlavní město Praha;muži;84;2021-2022;5.7019309723
Naděje dožití (ex);Hlavní město Praha;muži;84;2022-2023;5.961724527
Naděje dožití (ex);Hlavní město Praha;muži;85;2001-2002;4.437212857
Naděje dožití (ex);Hlavní město Praha;muži;85;2002-2003;4.432760286
Naděje dožití (ex);Hlavní město Praha;muži;85;2003-2004;4.555655562
Naděje dožití (ex);Hlavní město Praha;muži;85;2004-2005;4.681235967
Naděje dožití (ex);Hlavní město Praha;muži;85;2005-2006;4.785635823
Naděje dožití (ex);Hlavní město Praha;muži;85;2006-2007;4.87712276
Naděje dožití (ex);Hlavní město Praha;muži;85;2007-2008;5.093230912
Naděje dožití (ex);Hlavní město Praha;muži;85;2008-2009;5.057323346
Naděje dožití (ex);Hlavní město Praha;muži;85;2009-2010;4.993562103
Naděje dožití (ex);Hlavní město Praha;muži;85;2010-2011;5.171697535
Naděje dožití (ex);Hlavní město Praha;muži;85;2011-2012;5.245604824
Naděje dožití (ex);Hlavní město Praha;muži;85;2012-2013;5.346169969
Naděje dožití (ex);Hlavní město Praha;muži;85;2013-2014;5.393527195
Naděje dožití (ex);Hlavní město Praha;muži;85;2014-2015;5.440840619
Naděje dožití (ex);Hlavní město Praha;muži;85;2015-2016;5.481717003
Naděje dožití (ex);Hlavní město Praha;muži;85;2016-2017;5.676076981
Naděje dožití (ex);Hlavní město Praha;muži;85;2017-2018;5.7008668023
Naděje dožití (ex);Hlavní město Praha;muži;85;2018-2019;5.6515146189
Naděje dožití (ex);Hlavní město Praha;muži;85;2019-2020;5.3833139348
Naděje dožití (ex);Hlavní město Praha;muži;85;2020-2021;5.0986570023
Naděje dožití (ex);Hlavní město Praha;muži;85;2021-2022;5.3220202509
Naděje dožití (ex);Hlavní město Praha;muži;85;2022-2023;5.54847663
Naděje dožití (ex);Hlavní město Praha;muži;86;2001-2002;4.115928339
Naděje dožití (ex);Hlavní město Praha;muži;86;2002-2003;4.117787061
Naděje dožití (ex);Hlavní město Praha;muži;86;2003-2004;4.252027209
Naděje dožití (ex);Hlavní město Praha;muži;86;2004-2005;4.350979361
Naděje dožití (ex);Hlavní město Praha;muži;86;2005-2006;4.447284775
Naděje dožití (ex);Hlavní město Praha;muži;86;2006-2007;4.524862819
Naděje dožití (ex);Hlavní město Praha;muži;86;2007-2008;4.738270692
Naděje dožití (ex);Hlavní město Praha;muži;86;2008-2009;4.697903428
Naděje dožití (ex);Hlavní město Praha;muži;86;2009-2010;4.639498396
Naděje dožití (ex);Hlavní město Praha;muži;86;2010-2011;4.803864237
Naděje dožití (ex);Hlavní město Praha;muži;86;2011-2012;4.868151946
Naděje dožití (ex);Hlavní město Praha;muži;86;2012-2013;4.976373186
Naděje dožití (ex);Hlavní město Praha;muži;86;2013-2014;5.006858032
Naděje dožití (ex);Hlavní město Praha;muži;86;2014-2015;5.056417506
Naděje dožití (ex);Hlavní město Praha;muži;86;2015-2016;5.093124319
Naděje dožití (ex);Hlavní město Praha;muži;86;2016-2017;5.277796958
Naděje dožití (ex);Hlavní město Praha;muži;86;2017-2018;5.3142591895
Naděje dožití (ex);Hlavní město Praha;muži;86;2018-2019;5.2614797401
Naděje dožití (ex);Hlavní město Praha;muži;86;2019-2020;5.0050755354
Naděje dožití (ex);Hlavní město Praha;muži;86;2020-2021;4.7374552767
Naděje dožití (ex);Hlavní město Praha;muži;86;2021-2022;4.9637473824
Naděje dožití (ex);Hlavní město Praha;muži;86;2022-2023;5.15957735
Naděje dožití (ex);Hlavní město Praha;muži;87;2001-2002;3.816829501
Naděje dožití (ex);Hlavní město Praha;muži;87;2002-2003;3.824742032
Naděje dožití (ex);Hlavní město Praha;muži;87;2003-2004;3.969333039
Naděje dožití (ex);Hlavní město Praha;muži;87;2004-2005;4.042852926
Naděje dožití (ex);Hlavní město Praha;muži;87;2005-2006;4.130807829
Naděje dožití (ex);Hlavní město Praha;muži;87;2006-2007;4.195693704
Naděje dožití (ex);Hlavní město Praha;muži;87;2007-2008;4.405446777
Naděje dožití (ex);Hlavní město Praha;muži;87;2008-2009;4.361340705
Naděje dožití (ex);Hlavní město Praha;muži;87;2009-2010;4.308935561
Naděje dožití (ex);Hlavní město Praha;muži;87;2010-2011;4.458558959
Naděje dožití (ex);Hlavní město Praha;muži;87;2011-2012;4.514113482
Naděje dožití (ex);Hlavní město Praha;muži;87;2012-2013;4.629653974
Naděje dožití (ex);Hlavní město Praha;muži;87;2013-2014;4.643479662
Naděje dožití (ex);Hlavní město Praha;muži;87;2014-2015;4.695032849
Naděje dožití (ex);Hlavní město Praha;muži;87;2015-2016;4.727213617
Naděje dožití (ex);Hlavní město Praha;muži;87;2016-2017;4.901831113
Naděje dožití (ex);Hlavní město Praha;muži;87;2017-2018;4.9493548062
Naděje dožití (ex);Hlavní město Praha;muži;87;2018-2019;4.8940579649
Naděje dožití (ex);Hlavní město Praha;muži;87;2019-2020;4.6490619671
Naděje dožití (ex);Hlavní město Praha;muži;87;2020-2021;4.4023675619
Naděje dožití (ex);Hlavní město Praha;muži;87;2021-2022;4.6264868831
Naděje dožití (ex);Hlavní město Praha;muži;87;2022-2023;4.793603713
Naděje dožití (ex);Hlavní město Praha;muži;88;2001-2002;3.539495262
Naděje dožití (ex);Hlavní město Praha;muži;88;2002-2003;3.553072584
Naděje dožití (ex);Hlavní město Praha;muži;88;2003-2004;3.706139245
Naděje dožití (ex);Hlavní město Praha;muži;88;2004-2005;3.756390474
Naděje dožití (ex);Hlavní město Praha;muži;88;2005-2006;3.835014785
Naděje dožití (ex);Hlavní město Praha;muži;88;2006-2007;3.889313332
Naděje dožití (ex);Hlavní město Praha;muži;88;2007-2008;4.094311638
Naděje dožití (ex);Hlavní město Praha;muži;88;2008-2009;4.046970311
Naděje dožití (ex);Hlavní město Praha;muži;88;2009-2010;4.000049446
Naděje dožití (ex);Hlavní město Praha;muži;88;2010-2011;4.134793089
Naděje dožití (ex);Hlavní město Praha;muži;88;2011-2012;4.183369484
Naděje dožití (ex);Hlavní město Praha;muži;88;2012-2013;4.30437875
Naděje dožití (ex);Hlavní město Praha;muži;88;2013-2014;4.303378976
Naděje dožití (ex);Hlavní město Praha;muži;88;2014-2015;4.356080537
Naděje dožití (ex);Hlavní město Praha;muži;88;2015-2016;4.384062055
Naděje dožití (ex);Hlavní město Praha;muži;88;2016-2017;4.548372387
Naděje dožití (ex);Hlavní město Praha;muži;88;2017-2018;4.6053008972
Naděje dožití (ex);Hlavní město Praha;muži;88;2018-2019;4.5491789721
Naděje dožití (ex);Hlavní město Praha;muži;88;2019-2020;4.3157040815
Naděje dožití (ex);Hlavní město Praha;muži;88;2020-2021;4.0919680192
Naděje dožití (ex);Hlavní město Praha;muži;88;2021-2022;4.3100767471
Naděje dožití (ex);Hlavní město Praha;muži;88;2022-2023;4.450500055
Naděje dožití (ex);Hlavní město Praha;muži;89;2001-2002;3.283361479
Naděje dožití (ex);Hlavní město Praha;muži;89;2002-2003;3.302111396
Naděje dožití (ex);Hlavní město Praha;muži;89;2003-2004;3.461248551
Naděje dožití (ex);Hlavní město Praha;muži;89;2004-2005;3.491005904
Naděje dožití (ex);Hlavní město Praha;muži;89;2005-2006;3.559081013
Naděje dožití (ex);Hlavní město Praha;muži;89;2006-2007;3.605267391
Naděje dožití (ex);Hlavní město Praha;muži;89;2007-2008;3.804429761
Naděje dožití (ex);Hlavní město Praha;muži;89;2008-2009;3.754168285
Naděje dožití (ex);Hlavní město Praha;muži;89;2009-2010;3.710941657
Naděje dožití (ex);Hlavní město Praha;muži;89;2010-2011;3.833708849
Naděje dožití (ex);Hlavní město Praha;muži;89;2011-2012;3.875634564
Naděje dožití (ex);Hlavní město Praha;muži;89;2012-2013;3.998589226
Naděje dožití (ex);Hlavní město Praha;muži;89;2013-2014;3.986371463
Naděje dožití (ex);Hlavní město Praha;muži;89;2014-2015;4.039840241
Naděje dožití (ex);Hlavní město Praha;muži;89;2015-2016;4.063575786
Naděje dožití (ex);Hlavní město Praha;muži;89;2016-2017;4.217441946
Naděje dožití (ex);Hlavní město Praha;muži;89;2017-2018;4.2810766203
Naděje dožití (ex);Hlavní město Praha;muži;89;2018-2019;4.226629913
Naděje dožití (ex);Hlavní město Praha;muži;89;2019-2020;4.0052428173
Naděje dožití (ex);Hlavní město Praha;muži;89;2020-2021;3.8041874348
Naděje dožití (ex);Hlavní město Praha;muži;89;2021-2022;4.0142318993
Naděje dožití (ex);Hlavní město Praha;muži;89;2022-2023;4.130057684
Naděje dožití (ex);Hlavní město Praha;muži;90;2001-2002;3.047734471
Naděje dožití (ex);Hlavní město Praha;muži;90;2002-2003;3.071089586
Naděje dožití (ex);Hlavní město Praha;muži;90;2003-2004;3.233675789
Naděje dožití (ex);Hlavní město Praha;muži;90;2004-2005;3.246004693
Naděje dožití (ex);Hlavní město Praha;muži;90;2005-2006;3.302496977
Naděje dožití (ex);Hlavní město Praha;muži;90;2006-2007;3.342959815
Naděje dožití (ex);Hlavní město Praha;muži;90;2007-2008;3.535546729
Naděje dožití (ex);Hlavní město Praha;muži;90;2008-2009;3.483053118
Naděje dožití (ex);Hlavní město Praha;muži;90;2009-2010;3.440066469
Naděje dožití (ex);Hlavní město Praha;muži;90;2010-2011;3.554801798
Naděje dožití (ex);Hlavní město Praha;muži;90;2011-2012;3.590464888
Naděje dožití (ex);Hlavní město Praha;muži;90;2012-2013;3.714404884
Naděje dožití (ex);Hlavní město Praha;muži;90;2013-2014;3.692106242
Naděje dožití (ex);Hlavní město Praha;muži;90;2014-2015;3.745949239
Naděje dožití (ex);Hlavní město Praha;muži;90;2015-2016;3.765493349
Naděje dožití (ex);Hlavní město Praha;muži;90;2016-2017;3.908890164
Naděje dožití (ex);Hlavní město Praha;muži;90;2017-2018;3.9784260714
Naděje dožití (ex);Hlavní město Praha;muži;90;2018-2019;3.9260599959
Naděje dožití (ex);Hlavní město Praha;muži;90;2019-2020;3.7168651449
Naděje dožití (ex);Hlavní město Praha;muži;90;2020-2021;3.5369980306
Naděje dožití (ex);Hlavní město Praha;muži;90;2021-2022;3.7385503344
Naděje dožití (ex);Hlavní město Praha;muži;90;2022-2023;3.831919712
Naděje dožití (ex);Hlavní město Praha;muži;91;2001-2002;2.831807141
Naděje dožití (ex);Hlavní město Praha;muži;91;2002-2003;2.859151579
Naděje dožití (ex);Hlavní město Praha;muži;91;2003-2004;3.022604726
Naděje dožití (ex);Hlavní město Praha;muži;91;2004-2005;3.020597376
Naděje dožití (ex);Hlavní město Praha;muži;91;2005-2006;3.064998093
Naděje dožití (ex);Hlavní město Praha;muži;91;2006-2007;3.101666364
Naděje dožití (ex);Hlavní město Praha;muži;91;2007-2008;3.287031335
Naděje dožití (ex);Hlavní město Praha;muži;91;2008-2009;3.232973035
Naděje dožití (ex);Hlavní město Praha;muži;91;2009-2010;3.186946765
Naděje dožití (ex);Hlavní město Praha;muži;91;2010-2011;3.297433052
Naděje dožití (ex);Hlavní město Praha;muži;91;2011-2012;3.327268878
Naděje dožití (ex);Hlavní město Praha;muži;91;2012-2013;3.45124983
Naděje dožití (ex);Hlavní město Praha;muži;91;2013-2014;3.4200751
Naděje dožití (ex);Hlavní město Praha;muži;91;2014-2015;3.473899171
Naděje dožití (ex);Hlavní město Praha;muži;91;2015-2016;3.489393107
Naděje dožití (ex);Hlavní město Praha;muži;91;2016-2017;3.622401766
Naděje dožití (ex);Hlavní město Praha;muži;91;2017-2018;3.6969518231
Naděje dožití (ex);Hlavní město Praha;muži;91;2018-2019;3.6469880776
Naděje dožití (ex);Hlavní město Praha;muži;91;2019-2020;3.4500019628
Naděje dožití (ex);Hlavní město Praha;muži;91;2020-2021;3.2892358204
Naděje dožití (ex);Hlavní město Praha;muži;91;2021-2022;3.4825215902
Naděje dožití (ex);Hlavní město Praha;muži;91;2022-2023;3.555589233
Naděje dožití (ex);Hlavní město Praha;muži;92;2001-2002;2.634677131
Naděje dožití (ex);Hlavní město Praha;muži;92;2002-2003;2.665371213
Naděje dožití (ex);Hlavní město Praha;muži;92;2003-2004;2.827364551
Naděje dožití (ex);Hlavní město Praha;muži;92;2004-2005;2.813914594
Naděje dožití (ex);Hlavní město Praha;muži;92;2005-2006;2.846558786
Naděje dožití (ex);Hlavní město Praha;muži;92;2006-2007;2.880550848
Naděje dožití (ex);Hlavní město Praha;muži;92;2007-2008;3.058150212
Naděje dožití (ex);Hlavní město Praha;muži;92;2008-2009;3.003161938
Naděje dožití (ex);Hlavní město Praha;muži;92;2009-2010;2.952347883
Naděje dožití (ex);Hlavní město Praha;muži;92;2010-2011;3.060843549
Naděje dožití (ex);Hlavní město Praha;muži;92;2011-2012;3.085321329
Naděje dožití (ex);Hlavní město Praha;muži;92;2012-2013;3.208437527
Naděje dožití (ex);Hlavní město Praha;muži;92;2013-2014;3.169625302
Naděje dožití (ex);Hlavní město Praha;muži;92;2014-2015;3.223048147
Naděje dožití (ex);Hlavní město Praha;muži;92;2015-2016;3.234704563
Naděje dožití (ex);Hlavní město Praha;muži;92;2016-2017;3.35750507
Naděje dožití (ex);Hlavní město Praha;muži;92;2017-2018;3.436131617
Naděje dožití (ex);Hlavní město Praha;muži;92;2018-2019;3.3888131412
Naděje dožití (ex);Hlavní město Praha;muži;92;2019-2020;3.2039643662
Naděje dožití (ex);Hlavní město Praha;muži;92;2020-2021;3.0591662571
Naděje dožití (ex);Hlavní město Praha;muži;92;2021-2022;3.2455373886
Naděje dožití (ex);Hlavní město Praha;muži;92;2022-2023;3.300440694
Naděje dožití (ex);Hlavní město Praha;muži;93;2001-2002;2.455366329
Naděje dožití (ex);Hlavní město Praha;muži;93;2002-2003;2.488768591
Naděje dožití (ex);Hlavní město Praha;muži;93;2003-2004;2.647444674
Naděje dožití (ex);Hlavní město Praha;muži;93;2004-2005;2.625023278
Naděje dožití (ex);Hlavní město Praha;muži;93;2005-2006;2.647449157
Naděje dožití (ex);Hlavní město Praha;muži;93;2006-2007;2.678683464
Naděje dožití (ex);Hlavní město Praha;muži;93;2007-2008;2.848082977
Naděje dožití (ex);Hlavní město Praha;muži;93;2008-2009;2.792756188
Naděje dožití (ex);Hlavní město Praha;muži;93;2009-2010;2.738374906
Naděje dožití (ex);Hlavní město Praha;muži;93;2010-2011;2.844170824
Naděje dožití (ex);Hlavní město Praha;muži;93;2011-2012;2.8637805
Naděje dožití (ex);Hlavní město Praha;muži;93;2012-2013;2.985185247
Naděje dožití (ex);Hlavní město Praha;muži;93;2013-2014;2.939975813
Naděje dožití (ex);Hlavní město Praha;muži;93;2014-2015;2.992635919
Naděje dožití (ex);Hlavní město Praha;muži;93;2015-2016;3.000723301
Naděje dožití (ex);Hlavní město Praha;muži;93;2016-2017;3.113585182
Naděje dožití (ex);Hlavní město Praha;muži;93;2017-2018;3.1953306863
Naděje dožití (ex);Hlavní město Praha;muži;93;2018-2019;3.1508274902
Naděje dožití (ex);Hlavní město Praha;muži;93;2019-2020;2.977958715
Naděje dožití (ex);Hlavní město Praha;muži;93;2020-2021;2.8479229953
Naděje dožití (ex);Hlavní město Praha;muži;93;2021-2022;3.0269042596
Naděje dožití (ex);Hlavní město Praha;muži;93;2022-2023;3.065734196
Naděje dožití (ex);Hlavní město Praha;muži;94;2001-2002;2.29284112
Naděje dožití (ex);Hlavní město Praha;muži;94;2002-2003;2.328327245
Naděje dožití (ex);Hlavní město Praha;muži;94;2003-2004;2.482522828
Naděje dožití (ex);Hlavní město Praha;muži;94;2004-2005;2.452943582
Naděje dožití (ex);Hlavní město Praha;muži;94;2005-2006;2.468340701
Naděje dožití (ex);Hlavní město Praha;muži;94;2006-2007;2.495060694
Naděje dožití (ex);Hlavní město Praha;muži;94;2007-2008;2.655939026
Naděje dožití (ex);Hlavní město Praha;muži;94;2008-2009;2.600813237
Naděje dožití (ex);Hlavní město Praha;muži;94;2009-2010;2.548869657
Naděje dožití (ex);Hlavní město Praha;muži;94;2010-2011;2.646467856
Naděje dožití (ex);Hlavní město Praha;muži;94;2011-2012;2.661707707
Naděje dožití (ex);Hlavní město Praha;muži;94;2012-2013;2.780630582
Naděje dožití (ex);Hlavní město Praha;muži;94;2013-2014;2.730236506
Naděje dožití (ex);Hlavní město Praha;muži;94;2014-2015;2.781801776
Naděje dožití (ex);Hlavní město Praha;muži;94;2015-2016;2.786629171
Naděje dožití (ex);Hlavní město Praha;muži;94;2016-2017;2.889900893
Naděje dožití (ex);Hlavní město Praha;muži;94;2017-2018;2.973816873
Naděje dožití (ex);Hlavní město Praha;muži;94;2018-2019;2.9322325038
Naděje dožití (ex);Hlavní město Praha;muži;94;2019-2020;2.7711039931
Naděje dožití (ex);Hlavní město Praha;muži;94;2020-2021;2.6546523196
Naděje dožití (ex);Hlavní město Praha;muži;94;2021-2022;2.8258580144
Naděje dožití (ex);Hlavní město Praha;muži;94;2022-2023;2.85063249
Naděje dožití (ex);Hlavní město Praha;muži;95;2001-2002;2.146032844
Naděje dožití (ex);Hlavní město Praha;muži;95;2002-2003;2.183011317
Naděje dožití (ex);Hlavní město Praha;muži;95;2003-2004;2.332370552
Naděje dožití (ex);Hlavní město Praha;muži;95;2004-2005;2.296666305
Naděje dožití (ex);Hlavní město Praha;muži;95;2005-2006;2.305981112
Naděje dožití (ex);Hlavní město Praha;muži;95;2006-2007;2.328626311
Naděje dožití (ex);Hlavní město Praha;muži;95;2007-2008;2.480775761
Naděje dožití (ex);Hlavní město Praha;muži;95;2008-2009;2.426331766
Naděje dožití (ex);Hlavní město Praha;muži;95;2009-2010;2.376988956
Naděje dožití (ex);Hlavní město Praha;muži;95;2010-2011;2.466723658
Naděje dožití (ex);Hlavní město Praha;muži;95;2011-2012;2.478089017
Naděje dožití (ex);Hlavní město Praha;muži;95;2012-2013;2.593849899
Naděje dožití (ex);Hlavní město Praha;muži;95;2013-2014;2.539429979
Naděje dožití (ex);Hlavní město Praha;muži;95;2014-2015;2.589604903
Naděje dožití (ex);Hlavní město Praha;muži;95;2015-2016;2.591507419
Naděje dožití (ex);Hlavní město Praha;muži;95;2016-2017;2.685605078
Naděje dožití (ex);Hlavní město Praha;muži;95;2017-2018;2.7707785686
Naděje dožití (ex);Hlavní město Praha;muži;95;2018-2019;2.7321569381
Naděje dožití (ex);Hlavní město Praha;muži;95;2019-2020;2.5824512617
Naděje dožití (ex);Hlavní město Praha;muži;95;2020-2021;2.478439483
Naděje dožití (ex);Hlavní město Praha;muži;95;2021-2022;2.6415800975
Naděje dožití (ex);Hlavní město Praha;muži;95;2022-2023;2.6542205
Naděje dožití (ex);Hlavní město Praha;muži;96;2001-2002;2.013858217
Naděje dožití (ex);Hlavní město Praha;muži;96;2002-2003;2.051782718
Naděje dožití (ex);Hlavní město Praha;muži;96;2003-2004;2.196709868
Naděje dožití (ex);Hlavní město Praha;muži;96;2004-2005;2.155170854
Naděje dožití (ex);Hlavní město Praha;muži;96;2005-2006;2.159294048
Naděje dožití (ex);Hlavní město Praha;muži;96;2006-2007;2.178293309
Naděje dožití (ex);Hlavní město Praha;muži;96;2007-2008;2.321618406
Naděje dožití (ex);Hlavní město Praha;muži;96;2008-2009;2.268273253
Naděje dožití (ex);Hlavní město Praha;muži;96;2009-2010;2.22164119
Naděje dožití (ex);Hlavní město Praha;muži;96;2010-2011;2.303885538
Naděje dožití (ex);Hlavní město Praha;muži;96;2011-2012;2.311858904
Naděje dožití (ex);Hlavní město Praha;muži;96;2012-2013;2.423878931
Naděje dožití (ex);Hlavní město Praha;muži;96;2013-2014;2.366515862
Naděje dožití (ex);Hlavní město Praha;muži;96;2014-2015;2.415047279
Naděje dožití (ex);Hlavní město Praha;muži;96;2015-2016;2.414372736
Naděje dožití (ex);Hlavní město Praha;muži;96;2016-2017;2.49976868
Naděje dožití (ex);Hlavní město Praha;muži;96;2017-2018;2.5853458751
Naděje dožití (ex);Hlavní město Praha;muži;96;2018-2019;2.5496781211
Naděje dožití (ex);Hlavní město Praha;muži;96;2019-2020;2.4110053327
Naděje dožití (ex);Hlavní město Praha;muži;96;2020-2021;2.3183292364
Naděje dožití (ex);Hlavní město Praha;muži;96;2021-2022;2.4732162238
Naděje dožití (ex);Hlavní město Praha;muži;96;2022-2023;2.475527558
Naděje dožití (ex);Hlavní město Praha;muži;97;2001-2002;1.895239942
Naděje dožití (ex);Hlavní město Praha;muži;97;2002-2003;1.933618788
Naděje dožití (ex);Hlavní město Praha;muži;97;2003-2004;2.073568612
Naděje dožití (ex);Hlavní město Praha;muži;97;2004-2005;2.027444356
Naděje dožití (ex);Hlavní město Praha;muži;97;2005-2006;2.02720162
Naděje dožití (ex);Hlavní město Praha;muži;97;2006-2007;2.042967152
Naděje dožití (ex);Hlavní město Praha;muži;97;2007-2008;2.177482179
Naděje dožití (ex);Hlavní město Praha;muži;97;2008-2009;2.125585569
Naděje dožití (ex);Hlavní město Praha;muži;97;2009-2010;2.081723659
Naděje dožití (ex);Hlavní město Praha;muži;97;2010-2011;2.156883626
Naděje dožití (ex);Hlavní město Praha;muži;97;2011-2012;2.161926336
Naděje dožití (ex);Hlavní město Praha;muži;97;2012-2013;2.269736458
Naděje dožití (ex);Hlavní město Praha;muži;97;2013-2014;2.210418125
Naděje dožití (ex);Hlavní město Praha;muži;97;2014-2015;2.257099788
Naděje dožití (ex);Hlavní město Praha;muži;97;2015-2016;2.254196796
Naděje dožití (ex);Hlavní město Praha;muži;97;2016-2017;2.331409012
Naděje dožití (ex);Hlavní město Praha;muži;97;2017-2018;2.4166161723
Naděje dožití (ex);Hlavní město Praha;muži;97;2018-2019;2.3838471665
Naděje dožití (ex);Hlavní město Praha;muži;97;2019-2020;2.2557494796
Naděje dožití (ex);Hlavní město Praha;muži;97;2020-2021;2.1733488375
Naděje dožití (ex);Hlavní město Praha;muži;97;2021-2022;2.3198984714
Naděje dožití (ex);Hlavní město Praha;muži;97;2022-2023;2.313553239
Naděje dožití (ex);Hlavní město Praha;muži;98;2001-2002;1.789128789
Naděje dožití (ex);Hlavní město Praha;muži;98;2002-2003;1.827532011
Naděje dožití (ex);Hlavní město Praha;muži;98;2003-2004;1.962089921
Naděje dožití (ex);Hlavní město Praha;muži;98;2004-2005;1.912503735
Naděje dožití (ex);Hlavní město Praha;muži;98;2005-2006;1.908649079
Naděje dožití (ex);Hlavní město Praha;muži;98;2006-2007;1.921571921
Naděje dožití (ex);Hlavní město Praha;muži;98;2007-2008;2.047398982
Naděje dožití (ex);Hlavní město Praha;muži;98;2008-2009;1.997230426
Naděje dožití (ex);Hlavní město Praha;muži;98;2009-2010;1.956149882
Naděje dožití (ex);Hlavní město Praha;muži;98;2010-2011;2.024659552
Naděje dožití (ex);Hlavní město Praha;muži;98;2011-2012;2.027205103
Naděje dožití (ex);Hlavní město Praha;muži;98;2012-2013;2.130453442
Naděje dožití (ex);Hlavní město Praha;muži;98;2013-2014;2.07005726
Naděje dožití (ex);Hlavní město Praha;muži;98;2014-2015;2.114733737
Naděje dožití (ex);Hlavní město Praha;muži;98;2015-2016;2.109941327
Naděje dožití (ex);Hlavní město Praha;muži;98;2016-2017;2.17952461
Naděje dožití (ex);Hlavní město Praha;muži;98;2017-2018;2.2636869059
Naděje dožití (ex);Hlavní město Praha;muži;98;2018-2019;2.2337209244
Naděje dožití (ex);Hlavní město Praha;muži;98;2019-2020;2.1156754448
Naděje dožití (ex);Hlavní město Praha;muži;98;2020-2021;2.0425356098
Naděje dožití (ex);Hlavní město Praha;muži;98;2021-2022;2.1807735378
Naděje dožití (ex);Hlavní město Praha;muži;98;2022-2023;2.167299179
Naděje dožití (ex);Hlavní město Praha;muži;99;2001-2002;1.694530498
Naděje dožití (ex);Hlavní město Praha;muži;99;2002-2003;1.732595536
Naděje dožití (ex);Hlavní město Praha;muži;99;2003-2004;1.861485853
Naděje dožití (ex);Hlavní město Praha;muži;99;2004-2005;1.809424978
Naděje dožití (ex);Hlavní město Praha;muži;99;2005-2006;1.802636324
Naděje dožití (ex);Hlavní město Praha;muži;99;2006-2007;1.813083416
Naděje dožití (ex);Hlavní město Praha;muži;99;2007-2008;1.93045354
Naděje dožití (ex);Hlavní město Praha;muži;99;2008-2009;1.88221921
Naděje dožití (ex);Hlavní město Praha;muži;99;2009-2010;1.8438844
Naděje dožití (ex);Hlavní město Praha;muži;99;2010-2011;1.906203926
Naděje dožití (ex);Hlavní město Praha;muži;99;2011-2012;1.906652907
