Ukazatel,Tříleté období,Území,Druh nemovitosti,Počet obyvatel obce,value
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Byty [Kč/m2],Celkem,36891.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Byty [Kč/m2],do 1 999 obyv.,34360.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Byty [Kč/m2],2 000 - 9 999 obyv.,33218.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Byty [Kč/m2],10 000 - 49 999 obyv.,38775.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Nový Jičín,Byty [Kč/m2],50 000 obyv. a více,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Rodinné domy [Kč/m2],Celkem,37336.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Rodinné domy [Kč/m2],do 1 999 obyv.,33320.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,35612.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,37925.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Rodinné domy [Kč/m2],50 000 obyv. a více,51515.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Byty [Kč/m2],Celkem,42200.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Byty [Kč/m2],do 1 999 obyv.,30876.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Byty [Kč/m2],2 000 - 9 999 obyv.,35287.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Byty [Kč/m2],10 000 - 49 999 obyv.,39573.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Opava,Byty [Kč/m2],50 000 obyv. a více,45968.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Rodinné domy [Kč/m2],Celkem,47733.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Rodinné domy [Kč/m2],do 1 999 obyv.,37084.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Rodinné domy [Kč/m2],2 000 - 9 999 obyv.,40870.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Rodinné domy [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Rodinné domy [Kč/m2],50 000 obyv. a více,52816.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Byty [Kč/m2],Celkem,43486.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Byty [Kč/m2],do 1 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Byty [Kč/m2],2 000 - 9 999 obyv.,38754.0
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Byty [Kč/m2],10 000 - 49 999 obyv.,
Průměrná jednotková kupní cena nemovitosti,2021-2023,Ostrava-město,Byty [Kč/m2],50 000 obyv. a více,43640.0
